,Id,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,Notes,purpose_cat,purpose,zip_code,addr_state,debt_to_income,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
484,485,US CUSTOMS AND BORDER PROTECTION,6,MORTGAGE,73000.0,VERIFIED - income,n,,debt consolidation,US CBP,328xx,FL,19.25,0.0,08/01/1989,0.0,,,10.0,0.0,48262,73.2,21.0,f,0.0,1,PC2
5018,5019,,1,RENT,30000.0,not verified,n,"  Borrower added on 01/06/10 > Brand new iPhone game in development, need capital and funding to complete production. Only weeks from market ready product!<br/>",small business small business,iPhone Startup,060xx,CT,8.12,0.0,11/01/2005,2.0,,,5.0,0.0,7327,86.2,7.0,f,0.0,2,PC3
494,495,JoyFull Ministries,1,RENT,26300.0,not verified,n,"As a lay minister in April of 2004, I founded and ran a program in the Upper Valley of Vermont and New Hampshire called Willing Hands, which has successfully completed its 501 c 3 qualification period, www.willinghandsinc.org, a fresh-food charity which today moves 120 tons of produce to some 45 area organizations assisting the needy every year, and now I am interested in writing of this experience, conducting workshops and promoting the book.  I lead spiritual workshops, teach on-line, counsel and conduct all aspects of ministerial practice, under the Universal Life Church Monastery, operating as JoyFull Ministries in Virginia. I am in the process of applying for 501 c 3 status for this ministry, seperate from the WH entity in New England.  My intention for the funds would be to allow me to concentrate on writing, leading workshops, promoting the book (s), and taking a brief 6 month sabbatical from other ministerial duties.  JoyFull Ministries website can be found at: www.joyfull.us.  ",small business small business,"Ministerial Sabbatical, Book Tour, Works",228xx,VA,12.68,0.0,11/01/1998,0.0,53.0,,5.0,0.0,16280,74.7,19.0,f,0.0,1,PC2
8905,8906,Versus Trading Company,6,RENT,38000.0,VERIFIED - income source,n,,credit card,Credit card refinance loan,900xx,CA,19.48,0.0,01/01/2004,0.0,,,10.0,0.0,16719,88.2,19.0,f,0.0,1,PC4
9012,9013,,1,RENT,25200.0,not verified,n," 550216 added on 10/20/09 > [1]I'm going use the fund to pay off my 19.90% APR discover card.   [2]I'm working in local video store as assistant manager. i've been work there for 3 years.    [3]My current net income is $2100.   [4]My total expenses are  $600 rental  $50 gas and electric  $40 cell phone $200 credit cards payments.   [5]As you will find out, I do manage my credit score responsibly. I have no history of late payment since 2003 and i have successful payment history of 5 years and 5 months auto loan.",debt consolidation,you won't let you down! I need help for my credit card debt.,900xx,CA,12.14,0.0,05/01/2004,0.0,,,12.0,0.0,10591,32.8,18.0,f,0.0,3,PC1
9295,9296,Lewis Brisbois Bisgaard & Smith LLP,9,MORTGAGE,62500.0,VERIFIED - income source,n,,small business,Small Business Loan,925xx,CA,15.01,0.0,05/01/1999,0.0,,,12.0,0.0,11316,69.0,20.0,f,0.0,1,PC5
674,675,St. Luke's Hospital,2,RENT,31800.0,VERIFIED - income,n,  Borrower added on 11/03/11 > I am looking to consolidate all my payments into one per month.  I am a risk free borrower because I have a full-time job at a well known hospital and have been there for 2 years now.  I will be able to make my payment on time each month with no defaults. Thank you for your help.<br/>,debt consolidation,Final payoff,112xx,NY,29.25,0.0,01/01/1998,0.0,,,4.0,0.0,6976,28.8,11.0,f,0.0,3,PC4
8257,8258,ipworldtv inc,5,MORTGAGE,50000.0,VERIFIED - income,n,,moving,Askerlik,926xx,CA,2.09,0.0,09/01/2006,0.0,,,5.0,0.0,2472,15.3,8.0,f,0.0,1,PC3
4363,4364,gurly leep,7,MORTGAGE,50000.0,VERIFIED - income source,n,"  Borrower added on 08/08/11 > consalidating a few bills to one paymaent instead of several. trying to work at gettig ahead . need a few things around house, paint ,tile.<br/>null Borrower added on 08/09/11 > This loan will help us so we have one amount going out at a lesser amount instead of several . This loan will  make alot less stress on our family and be payed faithfully every month this is a fresh start to us getting back on track financialy.<br/>null Borrower added on 08/16/11 > We are praying this whole loan goes thru ,If we can get the full loan amount we can put all of our bills on one payment at a lower intrest. will help so much with our stress and we will be able to save a enough a month to get much needed windows for the house and work toward our new well that is also been on hold for awhile now.<br/>null",major purchase,"consladate some bills ,house repairs",491xx,MI,15.31,1.0,06/01/2001,0.0,11.0,,7.0,0.0,11832,85.1,17.0,f,0.0,3,PC3
7509,7510,Quality Vision International,8,MORTGAGE,39900.0,not verified,n,  Borrower added on 10/14/10 > This is to pay for a new roof.<br/>,home improvement,Roof,145xx,NY,8.25,0.0,10/01/1994,0.0,,,7.0,0.0,1566,11.4,38.0,f,0.0,2,PC5
9276,9277,Crestview Rehab,6,OWN,44500.0,not verified,n,  Borrower added on 01/06/11 > I had a really bad flood in my basement which caused significant damage which I really need to get cleaned up and repaired.<br/>,home improvement,Basement Repair,431xx,OH,20.68,0.0,09/01/1995,0.0,74.0,,6.0,0.0,4508,59.3,20.0,f,0.0,3,PC3
8636,8637,"SOPACO, INC.",8,MORTGAGE,34000.0,VERIFIED - income source,n,  Borrower added on 01/17/11 > I appreciate all of y'all's support. What a great way of investing and helping out each other<br/>,debt consolidation,CREDIT CARD PAYOFF LOAN,297xx,SC,5.54,0.0,10/01/2001,4.0,,,10.0,0.0,5774,21.4,23.0,f,0.0,1,PC5
4074,4075,Erickson-Hall Construction Co.,2,MORTGAGE,42000.0,not verified,n,,debt consolidation,Debt Consolidation,928xx,CA,26.11,0.0,09/01/1990,1.0,,,7.0,0.0,21114,97.2,23.0,f,0.0,3,PC4
625,626,Ketchikan Eagle Center and Hatchey,3,OWN,72000.0,not verified,n,  Borrower added on 07/08/11 > We took out a previous loan with Leanding Club and would like to finnish consolidating all of our loans. This will pay off all loans and credit card balances and get some new tires for the dually truck. Thank you for your help. We really like the oppuritunity Lending Club presents. Thank you<br/> Borrower added on 07/15/11 > We have never defaulted on any loan. Both vehicles are paid for.<br/>Thanks agian for all of your help. Getting closer every day<br/> Borrower added on 07/15/11 > Thank you all very much....<br/> Borrower added on 07/18/11 > We always pay off our loans and once out of debt hope to become Lending Club investors. We are so close. Thank you for your help.<br/>,debt consolidation, consolidation of bills ,360xx,AL,14.17,1.0,02/01/1990,0.0,15.0,,7.0,0.0,5770,61.4,18.0,f,0.0,3,PC2
9073,9074,att ,8,RENT,30000.0,VERIFIED - income,n,,credit card,personal loan,763xx,TX,9.4,0.0,12/01/1997,3.0,50.0,109.0,20.0,1.0,6111,33.9,46.0,f,0.0,3,PC3
8135,8136,Kohls Dept Stores,5,MORTGAGE,33000.0,VERIFIED - income,n,  Borrower added on 11/29/11 > The loan will be used as part of a larger business acquisition to buy the business' inventory. I have an excellent credit history and a stable job history as well with over 15 years in retail management managing businesses in the same field as the business I am acquiring.<br>,small business,Biz Inventory and Acquisition Funding,302xx,GA,3.13,0.0,10/01/2003,0.0,,,8.0,0.0,2096,23.0,17.0,f,0.0,1,PC5
9222,9223,Kelly Scientific Sercives,1,RENT,64000.0,VERIFIED - income,n,"  Borrower added on 11/30/11 > I have a stable job, just need to consolidate debt from coming out of some life changing events. I am looking for a new beginning and being able to get rid of the debt is part of it.<br>",debt consolidation,Debt Consolidation Loan,208xx,MD,3.64,0.0,02/01/2002,3.0,,85.0,3.0,1.0,6565,69.1,10.0,f,0.0,1,PC1
77,78,New Dawn Recovery,8,MORTGAGE,36000.0,not verified,n,,debt consolidation,debt consolidation,958xx,CA,21.9,3.0,01/01/2000,1.0,9.0,,6.0,0.0,6965,89.3,20.0,m,0.0,2,PC3
8851,8852,Logoworks,9,MORTGAGE,49992.0,VERIFIED - income source,n,  Borrower added on 03/03/11 > Plan to use the funds to purchase a used vehicle to help save money against the extreme rise in gas prices.  <br/>Secure position in current employement....4 promotions in 9 years.<br/>,car,Triumph,727xx,AR,18.39,0.0,07/01/1995,0.0,,111.0,13.0,1.0,16525,61.0,23.0,f,0.0,2,PC1
6176,6177,storage power battery,2,MORTGAGE,30000.0,not verified,n,  Borrower added on 12/31/09 > My employment allows me to earn more than my yearly salary from commission.  Currently I have two credit cards with rates over 25% and need to fix that asap!  I plan to pay this off sooner than 3 years because I will be saving over $100 in interest charges each month.<br/>,credit card,better credit card rates!,601xx,IL,8.76,0.0,01/01/2006,3.0,,,7.0,0.0,5531,79.0,7.0,f,0.0,2,PC3
9250,9251,Intel,4,MORTGAGE,71000.0,VERIFIED - income,n,,credit card,Credit Card Consolidation,852xx,AZ,24.66,0.0,09/01/2001,0.0,,,10.0,0.0,31452,84.1,14.0,f,0.0,3,PC5
5674,5675,Darden Restaurants,1,MORTGAGE,305000.0,VERIFIED - income source,n,  Borrower added on 09/25/11 > I am a second time borrower and paid off my 1st loan within two months of receiving.  I am relocating as part of a job promotion and plan to use this money to help with down payment on a new home.  Thanks in advance for your assistance.<br/>,house,Home down payment loan,282xx,NC,12.15,2.0,11/01/1994,3.0,12.0,,8.0,0.0,84075,23.2,30.0,f,0.0,1,PC2
2216,2217,MSA Architects,2,MORTGAGE,52800.0,VERIFIED - income,n,"  Borrower added on 10/22/11 > I'm looking to fund a loan to pay off credit cards whose interest rates have skyrocketed in recent months and to pay for failed box gutters.<br/><br/>Thanks for considering me!<br/> Borrower added on 10/23/11 > Gutters will be 11K, Credit Cards are the additional 13K.<br/><br/>I'm a great borrower with great credit and a very stable job.  <br/><br/>The expected payback amount is comfortable with my household budget and will even allow me to contribute more to savings and my 401K than I had previously budgeted.<br/>",debt consolidation,oh Box Gutters!  ok - credit debt too,452xx,OH,11.55,0.0,06/01/1997,0.0,,,7.0,0.0,12923,51.9,28.0,f,0.0,2,PC4
3125,3126,Gilchrist County Property Appraiser,10,RENT,31000.0,not verified,n,  Borrower added on 12/08/11 > THis loan will be used to consolidate credit in to one payment and lower the interest rate that I currently have. Its very important to me to maintain a good credit score so I'm make sure that my payments are always on time.<br>,credit card,Credit Card Payoff Loan,326xx,FL,26.86,0.0,07/01/2002,1.0,,,8.0,0.0,5033,44.1,13.0,f,0.0,2,PC2
9370,9371,NVCJTA,10,MORTGAGE,59000.0,VERIFIED - income,n,"  Borrower added on 05/04/11 > Wanting to pay off credit cards.<br/> Borrower added on 05/04/11 > After paying off debts would like to be able to help others do the same by investing.  Thanks for helping.<br/> Borrower added on 05/04/11 > Would like to help others by investing once my debts are paid off.<br/> Borrower added on 05/04/11 > After that, hoping to invest and help others.<br/>",debt consolidation,LABs Loan,221xx,VA,16.92,1.0,09/01/1997,0.0,6.0,,16.0,0.0,14217,17.8,39.0,f,0.0,3,PC3
308,309,Spectrum Health,1,MORTGAGE,66800.0,VERIFIED - income source,n,"  Borrower added on 06/16/10 > Just bought a new house, expenses that accompany the move.<br/>",moving,Moving,235xx,VA,13.01,0.0,01/01/1996,1.0,,,7.0,0.0,11864,71.0,9.0,f,0.0,1,PC4
4340,4341,,na,OWN,27800.0,VERIFIED - income,n,,debt consolidation,Debt Consolidation,278xx,NC,20.16,0.0,04/01/1975,1.0,,,15.0,0.0,4882,7.5,50.0,f,0.0,3,PC1
3942,3943,Zimmerman Advertising,5,OWN,55000.0,VERIFIED - income source,n,,wedding,Wedding,334xx,FL,20.4,0.0,03/01/2005,2.0,,,6.0,0.0,14963,23.9,18.0,f,0.0,1,PC1
1509,1510,SSPS/State of Washington,6,MORTGAGE,51000.0,VERIFIED - income,n,"  Borrower added on 02/01/11 > With this loan I need to consolidate a high interest rate loan and a  revolving credit card which I plan to close removing 24 payments from my current budget plan. My budget plan is to pay this loan in full on time though maybe a few months early. As I work for the State of WA as an independant contractor, my possition is extremely secure. There are more than 30,000 clients in need of care and more requesting help every day. My services will always be needed.<br/> Borrower added on 02/02/11 > Public Record: My wages were garnished one payment for a medical bill. I paid the remaining balance over the phone directly to the company in a one time payment after i found out i was garnished as i didn't receive court docs until after being garnished. The bill not being paid in a timely fashion was an over site on my part.<br/>",debt consolidation,Debt Consolidation Loan,986xx,WA,20.59,1.0,12/01/2000,2.0,8.0,49.0,10.0,1.0,8741,79.0,23.0,f,0.0,2,PC5
8632,8633,,1,RENT,83000.0,VERIFIED - income,n,"  Borrower added on 12/11/10 > Loan is for  capital in the form of cash for day to day floats between payments from clients and vendors. We are small minority women owned business that specialized in construction.  Currently we are in the start up phase.  I will continue to work my job, while my partner who has 10 plus years in this field will handle the contracting side.  All construction equipment is owned with zero debt and we currently have a cash cushion of +/- 15,000 and 20,000 in available credit.  Please feel free to contact me for more information.<br/> Borrower added on 12/15/10 > I will not be accepting this loan unless funding hits at least 85%, otherwise I will seek a micro-loan from the SBA.  Many Thanks.<br/>",small business,Small Business Loan,931xx,CA,14.4,0.0,09/01/1998,0.0,,,12.0,0.0,695,26.8,24.0,f,0.0,1,PC3
9238,9239,Bradley University,10,RENT,86000.0,VERIFIED - income source,n,"  Borrower added on 11/29/11 > The funds will be used to consolidate my three sources of debt.<br>I have excellent credit scores.<br>21 years of employment with the same employer, with extreme job stability.<br>",debt consolidation,consolidate,616xx,IL,20.57,0.0,04/01/1991,0.0,,,6.0,0.0,45043,57.0,18.0,f,0.0,2,PC2
1824,1825,Trader Joes,5,RENT,30000.0,VERIFIED - income,n,  Borrower added on 12/01/10 > This Loan is to re-finance my harley davidson. I am just going to pay off my existing loan which is through wells fargo. My payment is consistent and linked up on automatic withdrawal each month! My Job is secure and even have additional income each month.<br/>,other,Harley Loan,926xx,CA,19.0,0.0,02/01/1996,0.0,,,5.0,0.0,1573,8.1,9.0,f,0.0,3,PC3
9900,9901,Stanley Black & Decker,4,RENT,90000.0,VERIFIED - income source,n,"  Borrower added on 11/07/10 > Credit Card Payoff, any small amount left will be used towards student loans.<br/> Borrower added on 11/08/10 > I am a great borrower because I always pay all my bills on time-unfortunately, right now I'm paying them at a high interest rate, so I'm not making progress.  I have been with my current employer for close to 5 years and was just promoted a week ago.<br/>",debt consolidation,CC Payoff,060xx,CT,17.64,0.0,03/01/1989,2.0,,,19.0,0.0,17505,72.9,59.0,f,0.0,1,PC1
2943,2944,Macys Inc,1,RENT,50000.0,VERIFIED - income,n,,wedding,Holy Matrimony,117xx,NY,21.41,0.0,01/01/2004,0.0,,,5.0,0.0,0,0.0,17.0,f,0.0,3,PC1
4013,4014,Costco,10,MORTGAGE,60000.0,not verified,n,,wedding,Engagement Ring,937xx,CA,0.2,0.0,01/01/1998,0.0,,,6.0,0.0,289,1.8,27.0,f,0.0,3,PC5
4923,4924,R&R Partners,2,MORTGAGE,125000.0,VERIFIED - income,n,"  Borrower added on 09/29/11 > We purchased a foreclosure last year, paid down some debts, and now we are looking to finish fixing up the house. I am a strong candidate for a loan for many reasons. I have good credit, a strong repayment history, and a very stable employment history. Funding this loan would allow us to finish restoring our dream-house, and the monthly payments easily fit within our budget. Thank you for your consideration.<br/>null",home improvement,Home Improvement Loan,891xx,NV,14.79,0.0,12/01/1994,2.0,80.0,,9.0,0.0,7541,31.3,14.0,f,0.0,2,PC3
6760,6761,First Financial Bank,1,OWN,15523.0,not verified,n,"  Borrower added on 08/26/11 > I plan to use this money to pay off credit card bills that built up while I was unemployed, I had to use them in order to take care of my family. I am a good borrower because I always make my payments and I make them on time. I budget my money well I have all my bills listed out and I pay them out of each paycheck. I pay them on the day I get paid via online bill pay or other methods. I also pay extra payments when I can. I have a very stable job, now, working at a bank. I would like to get out from under the huge credit card interest and debt so I can focus on raising my family. I appreciate your time and investment to help me reach that goal!!<br/>null",credit card,Credit Cards,795xx,TX,10.28,0.0,07/01/2004,1.0,,,11.0,0.0,4146,24.2,25.0,f,0.0,3,PC4
6650,6651,AT&T Advertising Solutions,2,MORTGAGE,70000.0,VERIFIED - income,n,,small business,Reflective,334xx,FL,16.51,0.0,02/01/2005,0.0,,,17.0,0.0,14114,54.9,20.0,f,0.0,1,PC4
4825,4826,Army Corps of Engineers,2,MORTGAGE,23169.0,not verified,n,"I have tried to get a loan for college but I have fairly new credit (only had it for maybe 2 years or a little less) and no one will give me a loan without a cosigner (which I dont have). I have never been late on a payment. This money will be used for travel to school, tuition, books, room and board, and a computer. PLEASE HELP! :-)",educational,School expenses,212xx,MD,3.78,0.0,06/01/2006,3.0,,,4.0,0.0,1548,70.4,4.0,f,0.0,3,PC4
9591,9592,OMD,5,RENT,80000.0,not verified,n,"  Borrower added on 01/11/10 > I am a 28-year old Advertising Professional residing in New York City.  I've accumulated about $10,000 of debt in the past several years, some of which originated from college and some of which was necessary to make a living in this expensive city.  I would like to pay off my credit cards as soon as possible and clear all debts before I am 30.  It's a major milestone for me, but I am confident that once my debts are paid, I can start saving for a home.  While I have this debt, I am very responsible, have been making more than my monthly minimum payments on all credit cards, pay my rent on time every month, etc.  It's just this lingering credit card debt with high APRs that adds stress.  I would pay more than the monthly payments listed by lendingclub.<br/><br/>I appreciate your time and consideration.  Thanks so much.<br/> Borrower added on 01/11/10 > I'm a 28 year old Advertising professional residing in NYC.  I've set a major goal of clearing all debts before I'm 30.  Currently, I have approximately $10,000 in credit card debt, some of which originated from college and most of which stemmed from making a living in NYC when I first began my career.<br/><br/>I am very responsible in terms of ensuring all monthly bills are paid in a timely manner including rent, credit cards, etc.<br/><br/>My monthly budget after all living expenses is approximately $2,500, so I'm in good shape to pay more than the minimum monthly payments estimated by lendingclub.<br/><br/>As far as employment, I have excellent job stability and this can be confirmed by my employer if necessary.<br/><br/>I greatly appreciate your time and consideration, and hope to develop a mutually beneficial financial relationship.<br/><br/>Thanks again.<br/>",debt consolidation,Advertising professional trying for a clean slate!,100xx,NY,4.68,0.0,12/01/1999,0.0,,,11.0,0.0,10422,56.0,25.0,f,0.0,2,PC4
8600,8601,COSCO Container Lines America,1,MORTGAGE,70000.0,not verified,n,  Borrower added on 07/24/10 > Our oldest daughter is moving to New York and wants to marry in her hometown before she leaves in September. Working to improve credit scores so we can buy a smaller house next year and don't want our scores to be lowered due to new inquiries and a loan.<br/>,wedding,Consol Loan,641xx,MO,5.97,1.0,08/01/1988,2.0,3.0,97.0,5.0,1.0,4127,29.1,11.0,f,0.0,3,PC3
9520,9521,rice &werthmann,3,MORTGAGE,86400.0,not verified,n,"  Borrower added on 01/24/11 > Dodge Durango<br/> Borrower added on 01/24/11 > Dodge Durango<br/> Borrower added on 01/24/11 > the loan will be used to purchase a Dodge Durango. My wife and I are both gainfully employed full time, with very good credit.<br/>",car small business,durango,481xx,MI,3.85,0.0,12/01/2004,1.0,,,7.0,0.0,5365,29.8,10.0,f,0.0,2,PC2
3582,3583,St Anthonys Hospital,3,MORTGAGE,72000.0,not verified,n,  Borrower added on 01/26/11 > Gina loan to pay off debt at a lower interest rate<br/>,debt consolidation,Gina's Loan,109xx,NY,4.13,0.0,05/01/1999,0.0,41.0,,10.0,0.0,0,0.0,17.0,f,0.0,2,PC2
504,505,Paris Uniform Services,4,MORTGAGE,82500.0,VERIFIED - income,n,,car,Car Loan,158xx,PA,11.39,0.0,09/01/1994,1.0,,,10.0,0.0,30894,75.2,36.0,f,0.0,1,PC2
9709,9710,U.S. Navy,2,RENT,20000.0,not verified,n,I am moving into a new apartment and i want to have a little extra cash to help me settle into it.,moving,Moving,394xx,MS,23.82,0.0,07/01/2001,1.0,34.0,,6.0,0.0,5411,76.1,22.0,f,0.0,2,PC2
1967,1968,American Energy,1,OTHER,31992.0,VERIFIED - income,n, School expenses for a technical college that doesn't accept financial aid from outside sources,educational,School,809xx,CO,3.75,0.0,09/01/1999,1.0,60.0,,5.0,0.0,883,13.8,12.0,f,0.0,2,PC5
704,705,TRAFFIC TECH,1,RENT,42000.0,VERIFIED - income source,n,  Borrower added on 08/11/11 > Vacation and other purchases<br/> Borrower added on 08/14/11 > Purchasing a property for Rent<br/>,other,Other Loan,921xx,CA,2.83,0.0,08/01/2005,0.0,,,14.0,0.0,1913,3.0,28.0,f,0.0,1,PC4
6570,6571,Challenger School,10,RENT,80000.0,VERIFIED - income,n,,debt consolidation,personal loan,786xx,TX,19.2,0.0,03/01/1990,0.0,,,8.0,0.0,45813,87.1,15.0,f,0.0,2,PC3
8550,8551,AFEX,1,RENT,60000.0,VERIFIED - income,n,"Hello,  I have a full time job, earning 70k. My expenses are very low and I have quite a bit of money left over monthly. I do, however, have quite a bit of credit card debt, which is the sole reason my credit score went from 780 to 675 (debt-to-income ratio is high). I would like to borrow some money to pay off one of the credit cards that I am paying a high interest rate on. I would like a longer term loan, at a lower rate.  The money will go directly towards the credit card.  Thank you,  Alex",credit card,Reducing Credit Card at a better rate,902xx,CA,21.82,0.0,09/01/1999,4.0,,,11.0,0.0,32573,65.0,20.0,f,0.0,3,PC4
38,39,Neurowave Medical Technologies,3,OWN,36400.0,not verified,n,"  Borrower added on 04/14/11 > Hello, Im looking to get this loan for Debt Consolidation. I currently work as a Graphic Designer. Only graphic designer here, so they really need me here. I have a couple credit cards that I want to make into 1 payment. I live at home with my parents so I dont pay mortgage or rent. I also dont make a car payment since mine is fully paid. I am left with $1600 for myself after all my payments are made monthly so paying this off wont be a problem. I am a trustworthy borrower. Any Questions just ask me...Thank you<br/>",debt consolidation,Debt Consolidation,606xx,IL,10.98,0.0,01/01/2004,1.0,,,8.0,0.0,6772,72.8,18.0,f,0.0,3,PC4
324,325,"Picarro, Inc.",1,MORTGAGE,85000.0,VERIFIED - income source,n,,home improvement,Roof Replacement/C.C. repay,951xx,CA,6.07,0.0,01/01/1992,4.0,,,10.0,0.0,12333,11.2,41.0,f,0.0,1,PC3
7056,7057,Beth Israel Deaconess Medical Center,2,RENT,306000.0,VERIFIED - income,n,,debt consolidation,Consolidate,024xx,MA,10.32,0.0,12/01/2001,0.0,,,12.0,0.0,31296,83.7,34.0,f,0.0,2,PC5
3523,3524,Bloomberg LP,3,MORTGAGE,83500.0,not verified,n,,other,Testing Lending Club,070xx,NJ,3.65,0.0,12/01/2000,4.0,,,6.0,0.0,6955,14.6,11.0,f,0.0,3,PC3
1599,1600,SELF EMPLOYED,4,OWN,84000.0,VERIFIED - income,n,  Borrower added on 09/29/11 > We want to pay off back taxes and credit card debt so we will be 100% debt free. We have excellent credit and have 0 lates.<br/>,debt consolidation,PERSONAL,920xx,CA,9.01,0.0,01/01/2000,0.0,,,7.0,0.0,8699,36.9,39.0,f,0.0,1,PC5
4485,4486,,6,RENT,75000.0,VERIFIED - income,n,  Borrower added on 11/07/11 > pay off car loan and credit card<br/>,car,car&cards,113xx,NY,7.41,0.0,04/01/2006,1.0,,,7.0,0.0,4696,48.1,9.0,f,0.0,2,PC3
9823,9824,Norfolk Southern,10,MORTGAGE,95800.0,VERIFIED - income,n,  Borrower added on 12/15/10 > Payoff Divorce Debt<br/>,debt consolidation,debt loan ,241xx,VA,6.89,0.0,03/01/1987,1.0,,,23.0,0.0,13683,8.3,44.0,f,0.0,3,PC3
6795,6796,Valor Security Services,1,RENT,10800.0,VERIFIED - income source,n,"  Borrower added on 10/25/10 > Loan to pay off credit cards for school<br/> Borrower added on 10/25/10 > I plan on using this loan to get back on track.  I'm trying to become a police officer, and get bills and credit squared away for my background check, and to improve my overall quality of life.  I plan on using this money for what it is intended as.  A long to get me on track.  I'm a good borrower because I always pay my bills, have great credit score, and I am rarely late on payments. (once every two years).  I work almost full time as a Security Officer, I like my job, and will continue to work hard.  I have great reviews from my supervisor.  By getting this load, I can pay off my cards (which alone min. payment is $75.00 alone) Thank you for you time, patience and understanding.  (if there are errors in my writing, its because the font is small in the box and I can barely see what I'm typing)<br/>",debt consolidation,Debt,959xx,CA,8.44,0.0,02/01/2002,1.0,46.0,,7.0,0.0,1505,28.9,12.0,f,0.0,3,PC5
6316,6317,Attitudes in Dressing  Inc,10,MORTGAGE,54996.0,VERIFIED - income,n,  Borrower added on 06/17/10 > I have been emplyed at my job for 10 years and I plan to be here for a while longer.  I am using this loan to pay for my wedding which is coming in August.<br/>,other,Wedding,071xx,NJ,4.65,0.0,03/01/1994,2.0,,,9.0,0.0,3868,57.7,17.0,f,0.0,2,PC3
5369,5370,FBI,8,MORTGAGE,110000.0,VERIFIED - income,n,,debt consolidation,Debt Consolidation Loan,701xx,LA,23.03,0.0,12/01/1991,0.0,,,13.0,0.0,31089,60.8,40.0,f,0.0,3,PC1
8354,8355,Bertling,1,MORTGAGE,36000.0,not verified,n,"  Borrower added on 06/22/10 > Excellent credit.  Homeowner.  Cars are paid for.  Just don't want to pay high interest for all the dresses, food, etc my wedding entailed.<br/>",credit card,wedding payoff,773xx,TX,5.07,0.0,07/01/1997,3.0,,,6.0,0.0,6406,30.8,13.0,f,0.0,3,PC3
1966,1967,"Berry, Appleman & Leiden LLP",1,MORTGAGE,50000.0,not verified,n,Consolidate debt and home improvement projects,other,Consolidate and Home Improvement,770xx,TX,12.05,0.0,10/01/2003,0.0,,,9.0,0.0,13744,62.2,10.0,f,0.0,1,PC1
6010,6011,ACTS RETIREMENT-LIFE COMMUNITIES,10,OWN,68000.0,VERIFIED - income,n,"  Borrower added on 10/06/11 > for personal use<br/> Borrower added on 10/06/11 > for personal use<br/> Borrower added on 10/06/11 > i have a stable job with more than 15yrs experience with the same company, and this loan will assist  me to cut of some expenses; creditcard rates.<br/>Borrower added on 10/06/11 > for personal use<br/> Borrower added on 10/06/11 > for personal use<br/> Borrower added on 10/06/11 > i have a stable job with more than 15yrs experience with the same company, and this loan will assist  me to cut of some expenses; creditcard rates.<br/>",other,personal,194xx,PA,16.66,0.0,08/01/1990,1.0,,,10.0,0.0,17252,40.4,34.0,f,0.0,3,PC2
2959,2960,Blackhawk Network and Gentry Realty,1,MORTGAGE,55000.0,VERIFIED - income,n,"  Borrower added on 03/25/10 > Paying off 2 high interest rate credit cards. I also work as a Realtor part time and expect to make over $10,000 in additional income this year. I have never been late or missed a credit payment and have a 700+ FICO score.<br/>",debt consolidation,Debt Consolidation,852xx,AZ,11.59,0.0,10/01/2000,2.0,,,8.0,0.0,27062,53.1,15.0,f,0.0,1,PC4
5754,5755,Bristol Public Schools,4,OWN,61000.0,VERIFIED - income source,n,,major purchase,Wedding,060xx,CT,11.33,0.0,09/01/2005,1.0,,,8.0,0.0,2391,15.8,11.0,f,0.0,2,PC3
3793,3794,JP Morgan Chase,10,OWN,66252.0,not verified,n, close out credit card and pay off at lower rate,credit card,Alison Braen,070xx,NJ,16.55,0.0,06/01/1986,0.0,,,5.0,0.0,24345,93.6,11.0,f,0.0,1,PC4
2911,2912,portfolio recovery,5,MORTGAGE,80000.0,VERIFIED - income source,n,"  Borrower added on 07/28/11 > planning home improvements including sprinkler system, landscaping, and lawn renovation.  very stable employment (5 years with current employer) in management position.<br/>",home improvement,sprinkler,234xx,VA,11.63,0.0,07/01/1994,0.0,,,7.0,0.0,39,0.4,17.0,f,0.0,2,PC1
